,country,article_name,revision_id,article_quality,population
242,Zimbabwe,Evelyn Masaiti,790034879,Stub,14.0
243,Zimbabwe,Jessie Majome,790035057,Start,14.0
244,Zimbabwe,Theresa Makoni,790423262,Stub,14.0
245,Zimbabwe,List of Presidents of the Senate of Zimbabwe,791068367,Stub,14.0
246,Zimbabwe,Blessing Chebundo,791690130,Start,14.0
247,Zimbabwe,George Charamba,793738070,Start,14.0
248,Zimbabwe,Chenhanho Chimutengwende,793820850,Stub,14.0
249,Zimbabwe,Simon Muzenda,794934380,Start,14.0
250,Zimbabwe,Witness Mangwende,794934451,Stub,14.0
251,Zimbabwe,Nathan Shamuyarira,794934469,C,14.0
252,Zimbabwe,Joseph Makamba Busha,795007156,Start,14.0
253,Zimbabwe,Walter Chidakwa,795247525,Stub,14.0
254,Zimbabwe,Maxwell Zeb Shumba,795637625,Start,14.0
255,Zimbabwe,Henry Madzorera,795846349,Stub,14.0
256,Zimbabwe,First Lady of Zimbabwe,796477244,Stub,14.0
257,Zimbabwe,Charles Shanyurai Majange,796608492,Stub,14.0
258,Zimbabwe,Elleck Mashingaidze,796726442,Stub,14.0
259,Zimbabwe,Phillip Chiyangwa,797170378,Start,14.0
260,Zimbabwe,Chenjerai Hunzvi,797225827,C,14.0
261,Zimbabwe,Edward Chindori-Chininga,797414978,Start,14.0
262,Zimbabwe,Arthur Mutambara,797932659,C,14.0
263,Zimbabwe,Edgar Tekere,798106157,C,14.0
264,Zimbabwe,Psychology Maziwisa,798140615,C,14.0
265,Zimbabwe,Isaac Matongo,798248963,Stub,14.0
266,Zimbabwe,Julia Tukai Zvobgo,798468363,Start,14.0
267,Zimbabwe,Jameson Timba,799326094,Stub,14.0
268,Zimbabwe,Ben Ncube,799405378,Stub,14.0
269,Zimbabwe,Obedingwa Mguni,799406056,Stub,14.0
270,Zimbabwe,Denis Norman,799605293,Start,14.0
271,Zimbabwe,Japhet Ndabeni Ncube,800407734,Stub,14.0
272,Zimbabwe,Nicholas Mabodoko,800407872,Stub,14.0
273,Zimbabwe,Fay Chung,800705666,B,14.0
274,Zimbabwe,Alfred Makwarimba,801370822,Stub,14.0
275,Zimbabwe,Elphas Mukonoweshuro,801488585,Stub,14.0
276,Zimbabwe,Elton Mangoma,801497420,Start,14.0
277,Zimbabwe,Edna Madzongwe,802259324,Start,14.0
278,Zimbabwe,Fidelis Mhashu,803084855,Stub,14.0
279,Zimbabwe,Promise Mkwananzi,803579259,Start,14.0
280,Zimbabwe,Saviour Kasukuwere,804677245,Stub,14.0
281,Zimbabwe,Walter Mzembi,804678140,Stub,14.0
282,Zimbabwe,Kembo Mohadi,804811059,Stub,14.0
283,Zimbabwe,Learnmore Jongwe,804844902,Stub,14.0
284,Zimbabwe,Lovemore Madhuku,804895632,Stub,14.0
285,Zimbabwe,List of Finance Ministers of Zimbabwe,804914333,Start,14.0
286,Zimbabwe,Joice Mujuru,805993308,Start,14.0
287,Zimbabwe,Ignatious Chombo,806656210,Start,14.0
288,Zimbabwe,Robert Mugabe,806814411,Stub,14.0
289,Zimbabwe,Tichafa Samuel Parirenyatwa,807159774,Stub,14.0
290,Zimbabwe,Guy Georgias,807196681,Stub,14.0
291,Zimbabwe,Grace Mugabe,807337237,Start,14.0
292,Zimbabwe,Guy Clutton-Brock,807442408,Stub,14.0
293,Uganda,Template:Uganda-politician-stub,391862070,Stub,44.1
294,Uganda,Template:Uganda-mayor-stub,444767727,Stub,44.1
295,Uganda,Yosia Nadiope of Busoga,655390291,Start,44.1
296,Uganda,Patrick Mutono,684295893,Stub,44.1
297,Uganda,Stanislaus Okurut,689614169,Stub,44.1
298,Uganda,Charles Oboth Ofumbi,693292931,Stub,44.1
299,Uganda,Pumla Kisosonkole,693388584,Stub,44.1
300,Uganda,Francis K. Butagira,707473503,C,44.1
301,Uganda,Otema Allimadi,708054598,C,44.1
302,Uganda,Omwony Ojwok,713020154,Start,44.1
303,Uganda,Jachan Mandir Omach,715433158,Stub,44.1
304,Uganda,Onegi Obel,717146307,Start,44.1
305,Uganda,Saleh Kamba,720059752,Start,44.1
306,Uganda,John Kabaireho,723957779,Start,44.1
307,Uganda,Tete Chelangat,724554948,Start,44.1
308,Uganda,Sarah Kanyike,725742962,Start,44.1
309,Uganda,Gagawala Wambuzi,726767754,Stub,44.1
310,Uganda,Julius Wandera Maganda,726918511,Start,44.1
311,Uganda,Haruna Kasolo Kyeyune,726919678,C,44.1
312,Uganda,Yabezi Kiiza,736273855,Stub,44.1
313,Uganda,Semei Kakungulu,737799048,Stub,44.1
314,Uganda,Abu Mayanja,746946728,Start,44.1
315,Uganda,Daniel Kidega,753278613,Start,44.1
316,Uganda,Eng Abner Nangwale,756457100,Start,44.1
317,Uganda,Yowabu Magada Kawaluuko,757388522,Stub,44.1
318,Uganda,Grace Kwiyucwiny,757563021,C,44.1
319,Uganda,Mary Goretti Kitutu,757615490,Start,44.1
320,Uganda,Rukiya Chekamondo,757616921,C,44.1
321,Uganda,Sezi Mbaguta,757617202,Start,44.1
322,Uganda,Frederick Ngobi Gume,758395750,Start,44.1
323,Uganda,Rosemary Seninde,758567928,Start,44.1
324,Uganda,Gerald Ssendaula,759366517,Stub,44.1
325,Uganda,Juma Oris,759378614,Start,44.1
326,Uganda,Godfrey Kiwanda,759877869,Start,44.1
327,Uganda,Geoffrey Onegi Obel,760056661,Start,44.1
328,Uganda,Tom Butime,760181848,Start,44.1
329,Uganda,Dennis Galabuzi Ssozi,760184747,Start,44.1
330,Uganda,Ken Lukyamuzi,763247419,Stub,44.1
331,Uganda,Victoria Sekitoleko,766481345,Start,44.1
332,Uganda,Emmanuel Otala,766665157,Start,44.1
333,Uganda,Kabakumba Masiko,770316807,Start,44.1
334,Uganda,Innocent Oula,771724283,Stub,44.1
335,Uganda,Isaac Mulindwa,773245217,Stub,44.1
336,Uganda,Hope Mwesigye,773870932,Start,44.1
337,Uganda,Katikkiro of Buganda,774683767,Start,44.1
338,Uganda,Daudi Cwa II of Buganda,774683907,Start,44.1
339,Uganda,Ssuuna II of Buganda,774684052,Stub,44.1
340,Uganda,Kamaanya of Buganda,774684080,Stub,44.1
341,Uganda,Semakookiro of Buganda,774684109,Stub,44.1
342,Uganda,Jjunju of Buganda,774684124,Start,44.1
343,Uganda,Kato Kintu,774684195,Start,44.1
344,Uganda,Chwa I of Buganda,774684228,Start,44.1
345,Uganda,Kyabaggu of Buganda,774830237,Start,44.1
346,Uganda,Kiweewa of Buganda,774831268,Start,44.1
347,Uganda,Ismael Orot,775522497,Stub,44.1
348,Uganda,James Obita,775995921,Start,44.1
349,Uganda,Janat Mukwaya,776107670,Stub,44.1
350,Uganda,Besueri Kiwanuka Lusse Mulondo,776344991,Start,44.1
351,Uganda,Jeremiah Twa-Twa,776491782,Start,44.1
352,Uganda,Joyce Kakuramatsi Kikafunda,777643576,Start,44.1
353,Uganda,Kania Obiga,778265355,Start,44.1
354,Uganda,Apollo Kironde,778598971,Stub,44.1
355,Uganda,Kibirige Mayanja,778840186,Stub,44.1
356,Uganda,Kintu Musoke,779007768,Start,44.1
357,Uganda,Jessica Alupo,779397351,C,44.1
358,Uganda,Rebecca Amuge Otengo,779397437,C,44.1
359,Uganda,Syda Bbumba,779397532,C,44.1
360,Uganda,Alintuma Nsambu,781605803,Stub,44.1
361,Uganda,Esther Mbulakubuza Mbayo,781789704,Start,44.1
362,Uganda,Abdul Nadduli,782460126,C,44.1
363,Uganda,Moses Kizige,782979760,Stub,44.1
364,Uganda,Maria Kiwanuka,783449036,Start,44.1
365,Uganda,Elijah Mushemeza,784734768,Start,44.1
366,Uganda,Michael Lulume Bayigga,784768216,Stub,44.1
367,Uganda,Deo Rwabiita,785038536,Stub,44.1
368,Uganda,Daudi Ochieng,785108122,Start,44.1
369,Uganda,Joy Kabatsi,785339072,Start,44.1
370,Uganda,Joshua Wanume Kibedi,785862055,Stub,44.1
371,Uganda,Kizza Besigye,786081128,Start,44.1
372,Uganda,Apolo Kagwa,786226893,C,44.1
373,Uganda,Michael Kawalya Kagwa,787306486,Stub,44.1
374,Uganda,Abed Bwanika,787410566,Stub,44.1
375,Uganda,Aggrey Awori,787858057,Start,44.1
376,Uganda,Aggrey Bagiire,787858062,Start,44.1
377,Uganda,Agnes Akiror,787870163,Stub,44.1
378,Uganda,Namirembe Bitamazire,788019797,Start,44.1
379,Uganda,Amon Bazira,788899061,Start,44.1
380,Uganda,Christopher Iga,788972378,Start,44.1
381,Uganda,Nasser Sebaggala,788972461,Start,44.1
382,Uganda,Erias Lukwago,788972566,C,44.1
383,Uganda,Template:KampalaMayors,788972642,Start,44.1
384,Uganda,Beatrice Wabudeya,789747515,Start,44.1
385,Uganda,Jane Aceng,789747629,Start,44.1
386,Uganda,Ruth Achieng,789747664,Start,44.1
387,Uganda,Justine Ayebazibwe,789748037,C,44.1
388,Uganda,Jessica Eriyo,789748269,C,44.1
389,Uganda,Mary Karooro Okurut,789748670,Start,44.1
390,Uganda,Adrian Tibaleka,789748752,Stub,44.1
391,Uganda,Nusura Tiperu,789748782,C,44.1
392,Uganda,Florence Nakiwala Kiyingi,789748978,Start,44.1
393,Uganda,Ruth Nankabirwa,789799593,Start,44.1
394,Uganda,Justine Lumumba Kasule,789799605,Start,44.1
395,Uganda,Idah Nantaba,789799744,C,44.1
396,Uganda,Harriet Ntabazi,789799847,Stub,44.1
397,Uganda,Florence Nebanda,789799901,Stub,44.1
398,Uganda,Lukia Isanga Nakadama,789799952,Start,44.1
399,Uganda,Mariam Nalubega,789799984,Start,44.1
400,Uganda,Jenipher Namuyangu,789800111,Start,44.1
401,Uganda,Sarah Kataike,789800331,Start,44.1
402,Uganda,Caroline Amali Okao,789800629,Start,44.1
403,Uganda,Beatrice Rwakimari,789803765,Start,44.1
404,Uganda,Mariam Naigaga,790372580,Start,44.1
405,Uganda,Rose Akol,790424964,Start,44.1
406,Uganda,Amelia Kyambadde,790428762,Stub,44.1
407,Uganda,Jehoash Mayanja Nkangi,790837175,Start,44.1
408,Uganda,Joash Mayanja Nkangi,790993796,Stub,44.1
409,Uganda,Moses Adome,791007274,Start,44.1
410,Uganda,Paulson Luttamaguzi,791007297,Start,44.1
411,Uganda,Charles Engola,793154991,C,44.1
412,Uganda,Cerinah Nebanda,793515881,Stub,44.1
413,Uganda,John Ssebaana Kizito,793539141,C,44.1
414,Uganda,Persis Namuganza,793628029,Start,44.1
415,Uganda,Christine Amongin Aporu,794194807,FA,44.1
416,Uganda,Christine Ondoa,794200311,C,44.1
417,Uganda,Concy Aciro,795100048,C,44.1
418,Uganda,Peace Mutuuzo,795181968,GA,44.1
419,Uganda,Patrick Kayemba,795404749,Start,44.1
420,Uganda,Alengot Oromait,795458281,Stub,44.1
421,Uganda,Beti Kamya-Turwomwe,796177970,Stub,44.1
422,Uganda,Abdu Katuntu,796406864,Stub,44.1
423,Uganda,Loyce Biira Bwambale,796684047,Stub,44.1
424,Uganda,Mike Kennedy Sebalu,796694225,Start,44.1
425,Uganda,Miria Matembe,796695675,Stub,44.1
426,Uganda,Kalema of Buganda,796808819,Stub,44.1
427,Uganda,Maria Mutagamba,796899099,Stub,44.1
428,Uganda,Sarah Achieng Opendi,796991691,Stub,44.1
429,Uganda,Benedicto Kiwanuka,797399615,Stub,44.1
430,Uganda,Yusuf Lule,797449179,Stub,44.1
431,Uganda,Miria Obote,797874277,Stub,44.1
432,Uganda,Grace Akello,798483499,Stub,44.1
433,Uganda,Joyce Moriku,798506935,Stub,44.1
434,Uganda,David Karubanga,799178559,Stub,44.1
435,Uganda,Peter Takirambudde,799513148,Stub,44.1
436,Uganda,Mustafa Adrisi,799651351,Stub,44.1
437,Uganda,Rose Namayanja,800003733,Stub,44.1
438,Uganda,Timeline of Kampala,800090136,Stub,44.1
439,Uganda,Dora Byamukama,800350710,Stub,44.1
440,Uganda,Kirya Balaki Kebba,800452152,Stub,44.1
441,Uganda,Ismail Ogama,800595514,Stub,44.1
442,Uganda,Kassiano Wadri,800595577,Stub,44.1
443,Uganda,Abraham Waligo,800900766,Stub,44.1
444,Uganda,Rebecca Kadaga,800965489,Stub,44.1
445,Uganda,Emma Boona,801577218,Stub,44.1
446,Uganda,Augustine Nshimye,801836959,Stub,44.1
447,Uganda,Ibrahim Ssemujju Nganda,801874546,Start,44.1
448,Uganda,Paulo Muwanga,802211455,Stub,44.1
449,Uganda,Christopher Kibanzanga,802286792,Start,44.1
450,Uganda,Ezekiel Tenywa Wako of Busoga,802517620,Stub,44.1
451,Uganda,Robert Kyagulanyi Ssentamu,802822017,Stub,44.1
452,Uganda,Mariam Najjemba,802972400,Stub,44.1
453,Uganda,Bernadette Olowo,803360897,Start,44.1
454,Uganda,Monica Azuba Ntege,803417110,Stub,44.1
455,Uganda,Benna Namugwanya,804317144,Stub,44.1
456,Uganda,Dorothy Hyuha,804643751,Stub,44.1
457,Uganda,Sam Cheptoris,804781815,Stub,44.1
458,Uganda,Betty Oyella Bigombe,804829931,Stub,44.1
459,Uganda,Muwenda Mutebi II of Buganda,804856220,Stub,44.1
460,Uganda,Nabilah Naggayi Sempala,804883827,Stub,44.1
